iter	Logloss
461	0.1763561616
462	0.1760721125
463	0.1758093889
464	0.1755636215
465	0.1751167631
466	0.1748215412
467	0.1745267396
468	0.1743823222
469	0.1739276655
470	0.1737983051
471	0.1735572847
472	0.1733987289
473	0.1731905561
474	0.1729038534
475	0.1727584574
476	0.1723867479
477	0.172182945
478	0.1720673464
479	0.171652161
480	0.1714268201
481	0.1711018388
482	0.1707555908
483	0.1705101048
484	0.1701393235
485	0.1698969376
486	0.1695931751
487	0.169518765
488	0.1692616852
489	0.1691076115
490	0.1687396129
491	0.1684303473
492	0.1680897638
493	0.1677340176
494	0.1676215286
495	0.1672347694
496	0.1668544784
497	0.1666393841
498	0.1663683376
499	0.166213678
500	0.1660396628
501	0.1657650873
502	0.1654658388
503	0.1652927196
504	0.1650577933
505	0.1646756032
506	0.1644617923
507	0.1641671244
508	0.1637749884
509	0.163439827
510	0.1632156097
511	0.1629719921
512	0.1627008073
513	0.1626726275
514	0.1624423705
515	0.1621739128
516	0.1619763349
517	0.161734197
518	0.1614133798
519	0.1611010378
520	0.1607826837
521	0.1605831586
522	0.160306212
523	0.1599692616
524	0.159781256
525	0.1594251456
526	0.1592130833
527	0.1589875046
528	0.1585841183
529	0.1584410199
530	0.1581870559
531	0.1579545399
532	0.1577400898
533	0.1575396492
534	0.1572176999
535	0.1569958347
536	0.1567805795
537	0.1566654946
538	0.1563930146
539	0.1561405421
540	0.1559742518
541	0.1557442157
542	0.155628478
543	0.1553909786
544	0.1552080362
545	0.1549387933
546	0.1545975462
547	0.1544080756
548	0.1541948686
549	0.1539865783
550	0.1537907014
551	0.1534665428
552	0.1532568219
553	0.1529100554
554	0.1525628804
555	0.1523377538
556	0.1520252696
557	0.1518831275
558	0.1515619969
559	0.1514524864
560	0.151332619
561	0.1511443319
562	0.1508599802
563	0.1505742987
564	0.1503342804
565	0.1501356085
566	0.1499421458
567	0.1497711168
568	0.1496472454
569	0.1494287298
570	0.1491873815
571	0.1491112561
572	0.148894395
573	0.1488221145
574	0.1485953419
575	0.1483899177
576	0.1481358664
577	0.147940471
578	0.1477276552
579	0.1475706367
580	0.1472307192
581	0.1469381539
582	0.1465641241
583	0.1462864502
584	0.1461573662
585	0.1459990115
586	0.1457845544
587	0.1454404435
588	0.14520311
589	0.1450509527
590	0.1447263919
591	0.1444672064
592	0.144300044
593	0.1440760382
594	0.1438775743
595	0.1436071854
596	0.1434966994
597	0.1434091092
598	0.1432418058
599	0.1431108591
600	0.1428945355
601	0.1425388536
602	0.1422985689
603	0.1421078936
604	0.1419760577
605	0.141705941
606	0.1415238243
607	0.1413421361
608	0.1411953073
609	0.1410883541
610	0.1408898985
611	0.1407201223
612	0.1404705816
613	0.1404183252
614	0.1402329464
615	0.14007393
616	0.1399004757
617	0.1397764118
618	0.1395725774
619	0.1393152983
620	0.1392004929
621	0.1391826326
622	0.1390769702
623	0.1388014253
624	0.138586407
625	0.1383613035
626	0.138106631
627	0.1379829353
628	0.137710616
629	0.1374777226
630	0.1372357633
631	0.1369715303
632	0.1368328734
633	0.1366589807
634	0.1364533048
635	0.1361953898
636	0.1360760671
637	0.1358811838
638	0.135591678
639	0.1354319569
640	0.1351810526
641	0.1350906302
642	0.1349827259
643	0.134761362
644	0.1345710154
645	0.1343696803
646	0.1342900419
647	0.1342131177
648	0.1340156426
649	0.1338503276
650	0.1335765391
651	0.1334652406
652	0.1332978066
653	0.1331328036
654	0.1330213089
655	0.1327837626
656	0.1326514623
657	0.1324911348
658	0.1323421018
659	0.1322635372
660	0.1320302432
661	0.1319436327
662	0.1318124709
663	0.1317282368
664	0.131566621
665	0.1314499807
666	0.1312731626
667	0.1311134206
668	0.1309660882
669	0.1308644806
670	0.1307631086
671	0.1306692766
672	0.130410214
673	0.1302775614
674	0.1300176835
675	0.1298763645
676	0.1297185433
677	0.1295721696
678	0.1294308644
679	0.1293332099
680	0.1290781817
681	0.1288464476
682	0.1286171512
683	0.128452777
684	0.1282934034
685	0.127983617
686	0.1277863525
687	0.127625907
688	0.1275323418
689	0.1274509891
690	0.127203009
691	0.1271187048
692	0.1269483453
693	0.1266719014
694	0.1265658441
695	0.1264650284
696	0.1262827199
697	0.1261437165
698	0.1260376343
699	0.1259186783
700	0.1256514846
701	0.1253759465
702	0.1252047292
703	0.1249959137
704	0.1248888228
705	0.1247652153
706	0.1245515073
707	0.1243340204
708	0.1241419649
709	0.1240675901
710	0.123853988
711	0.1236795231
712	0.1235261157
713	0.1233535633
714	0.1231331991
715	0.1229125329
716	0.1227995208
717	0.122631429
718	0.1224621967
719	0.1222457936
720	0.1221401163
721	0.1220324295
722	0.1219023271
723	0.1217460909
724	0.1215704446
725	0.1214405596
726	0.1214043403
727	0.1212644332
728	0.1211200725
729	0.1210113958
730	0.1209425688
731	0.1207825693
732	0.1205409005
733	0.120466163
734	0.1202961183
735	0.120110822
736	0.1199951806
737	0.1197306614
738	0.1195858762
739	0.1194386565
740	0.1192667896
741	0.1191309959
742	0.118933585
743	0.118772868
744	0.1185755227
745	0.1184669628
746	0.1184559371
747	0.1182940599
748	0.1180371009
749	0.1179259845
750	0.117816224
751	0.1176432437
752	0.1174935664
753	0.1173929035
754	0.1173026984
755	0.1171143297
756	0.1169563915
757	0.1167395685
758	0.1166319604
759	0.1165224132
760	0.1163385587
761	0.1162303449
762	0.1159952617
763	0.1158771763
764	0.1156980212
765	0.1155813473
766	0.1153727596
767	0.1152287048
768	0.1150972722
769	0.1149630097
770	0.1148324336
771	0.1147137073
772	0.1145577954
773	0.1144016958
774	0.1142842533
775	0.1141475948
776	0.1140626301
777	0.1139588963
778	0.1137857674
779	0.1136577307
780	0.113466458
781	0.1132419183
782	0.1130368304
783	0.1129161834
784	0.1127791144
785	0.112677562
786	0.1125568182
787	0.1124299716
788	0.1123471848
789	0.112226017
790	0.1121081306
791	0.1120244937
792	0.1119098517
793	0.1117269161
794	0.1115943212
795	0.1113917986
796	0.1112175854
797	0.110976957
798	0.110770821
799	0.1105944249
800	0.1104936953
801	0.1103241962
802	0.1102487822
803	0.1101633062
804	0.1099993963
805	0.1098799438
806	0.1097646275
807	0.1095440109
808	0.1093732118
809	0.1092484217
810	0.1090743281
811	0.1089220614
812	0.1087293725
813	0.1086215355
814	0.1084346014
815	0.108350201
816	0.1082387482
817	0.1079871781
818	0.1077606249
819	0.107552925
820	0.1073856679
821	0.1072326285
822	0.1071378907
823	0.1069449502
824	0.1068800821
825	0.1066999583
826	0.1065234819
827	0.1064071757
828	0.10626721
829	0.1061180143
830	0.1058993628
831	0.1058438351
832	0.1057396675
833	0.1056489236
834	0.1054344404
835	0.1053446857
836	0.1052026052
837	0.1052003457
838	0.1050732291
839	0.1049125287
840	0.1047490707
841	0.1046684013
842	0.1045777702
843	0.1044317974
844	0.1043365231
845	0.1041999155
846	0.1040657169
847	0.1039351829
848	0.1038368817
849	0.1037499949
850	0.1035734604
851	0.1034607234
852	0.1034140221
853	0.1032557375
854	0.1030493524
855	0.1029628086
856	0.1027798
857	0.1027230036
858	0.1025632842
859	0.1024369154
860	0.1022859118
861	0.1021576482
862	0.1019872581
863	0.1018304329
864	0.1017062154
865	0.1015181949
866	0.1013800086
867	0.1013655192
868	0.1012938001
869	0.1011960042
870	0.1010789447
871	0.1009143384
872	0.1008034078
873	0.1007947132
874	0.1006701361
875	0.1005624408
876	0.100427773
877	0.1003181667
878	0.1001723564
879	0.1001020103
880	0.09998153941
881	0.09982122553
882	0.09966917537
883	0.09959186151
884	0.09941225366
885	0.09927639165
886	0.09916660051
887	0.09903922717
888	0.0989588057
889	0.09884767856
890	0.09875870221
891	0.09859705015
892	0.09848692232
893	0.09833737368
894	0.09815779258
895	0.09809906268
896	0.0980236545
897	0.09792550251
898	0.09775151869
899	0.09758504353
900	0.09740542438
901	0.09722946634
902	0.09705729439
903	0.09698717222
904	0.09692901163
905	0.09682970353
906	0.09670696263
907	0.09652777359
908	0.09634969169
909	0.09620271675
910	0.09597566497
911	0.09591066027
912	0.09576000672
913	0.09570236638
914	0.09552794869
915	0.09529366109
916	0.09518710979
917	0.09507404448
918	0.09496629497
919	0.09484680572
920	0.09480035479
921	0.09466186907
922	0.09448424991
923	0.09436764792
924	0.09429546712
925	0.09412100497
926	0.09397730387
927	0.09387994118
928	0.09373700869
929	0.09360837817
930	0.09351507505
931	0.09337915931
932	0.09330814325
933	0.09320492085
934	0.09314406866
935	0.09301354107
936	0.09287946922
937	0.0927717836
938	0.09272019481
939	0.09259127786
940	0.09247091877
941	0.09234281878
942	0.09219742652
943	0.0921083375
944	0.09200693463
945	0.09194181392
946	0.09186961331
947	0.09179733713
948	0.09170878857
949	0.09157717589
950	0.09145585229
951	0.09133413322
952	0.09124259543
953	0.0910794454
954	0.09098845879
955	0.09083929932
956	0.09074904118
957	0.0906938861
958	0.0905882109
959	0.09046466563
960	0.09033824553
961	0.09027775384
962	0.09021935219
963	0.09008910957
964	0.0899851523
965	0.08985521046
966	0.08976545065
967	0.08966990661
968	0.08955864395
969	0.08947232905
970	0.08937911472
971	0.08922233873
972	0.08906853401
973	0.0889978338
974	0.08892225317
975	0.0887772358
976	0.08868886884
977	0.08859446812
978	0.08845395095
979	0.08840636473
980	0.08823195488
981	0.08812866564
982	0.08800840354
983	0.08785081842
984	0.08772360122
985	0.08758524436
986	0.08745833824
987	0.08734865897
988	0.08725762412
989	0.08719213489
990	0.08701944091
991	0.08692406799
992	0.08681375489
993	0.08674183003
994	0.08663621079
995	0.08648007577
996	0.0864095234
997	0.08628343875
998	0.08612745387
999	0.08597836427
